SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,AVG D PTS ALLOWED,AVG D PTS ALLOWED L3,OPP DEF EFF,OPP DEF EFF L3,OPP F%,OPP F% L3,OPP FB PTS,OPP FB PTS L3,OPP FB EFF,OPP FB EFF L3,OPP 2PTS,OPP 2PTS L3,OPP 3PTS,OPP 3PTS L3
22022,1629636,0022200008,"OCT 19, 2022",CLE @ TOR,L,13,2,8,0.25,0,1,0.0,0,0,0.0,0,1,1,3,2,1,5,1,4,-10,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22022,1629636,0022200107,"NOV 02, 2022",CLE vs. BOS,W,42,9,20,0.45,5,11,0.455,6,7,0.857,0,5,5,12,3,0,1,3,29,10,1,114.5,115.3,1.123,1.109,51.9,51.6,9.7,12.0,1.657,2.571,61.0,61.3,34.5,33.0
22022,1629636,0022200140,"NOV 06, 2022",CLE @ LAL,W,39,7,18,0.389,3,9,0.333,7,7,1.0,1,3,4,7,0,0,5,4,24,6,1,113.8,119.0,1.059,1.130,48.8,51.2,17.9,12.7,2.043,1.810,61.3,66.7,36.4,40.0
22022,1629636,0022200158,"NOV 07, 2022",CLE @ LAC,L,38,8,17,0.471,2,9,0.222,1,3,0.333,1,0,1,12,1,0,5,1,19,-2,1,106.6,105.7,1.047,1.039,47.7,47.0,13.0,11.0,1.548,1.571,55.8,50.7,36.0,38.0
22022,1629636,0022200171,"NOV 09, 2022",CLE @ SAC,L,34,1,9,0.111,1,4,0.25,3,4,0.75,0,0,0,8,0,0,4,3,6,-6,1,116.8,116.3,1.110,1.098,51.5,51.2,11.4,7.3,1.537,1.222,64.7,72.7,34.0,29.0
22022,1629636,0022200182,"NOV 11, 2022",CLE @ GSW,L,36,5,19,0.263,1,5,0.2,4,4,1.0,1,2,3,8,2,0,0,3,15,-3,1,120.6,119.0,1.120,1.127,51.5,52.5,14.8,13.0,1.680,1.393,58.4,54.0,38.5,39.0
22022,1629636,0022200193,"NOV 13, 2022",CLE vs. MIN,L,40,16,31,0.516,10,15,0.667,9,13,0.692,1,1,2,6,2,0,2,3,51,6,1,115.6,121.0,1.087,1.159,49.1,52.2,15.4,13.3,1.786,1.290,54.8,58.7,43.4,42.0
22022,1629636,0022200216,"NOV 16, 2022",CLE @ MIL,L,35,8,20,0.4,5,9,0.556,2,3,0.667,0,4,4,8,1,1,1,1,23,-1,1,107.0,121.3,1.020,1.109,46.9,50.7,14.2,16.7,2.190,3.125,58.0,66.7,33.0,37.0
22022,1629636,0022200225,"NOV 18, 2022",CLE vs. CHA,W,48,16,26,0.615,3,8,0.375,6,8,0.75,0,1,1,6,5,1,8,5,41,23,1,114.8,120.7,1.093,1.169,50.6,52.9,10.1,8.7,1.450,1.238,60.5,58.7,34.3,41.0
22022,1629636,0022200244,"NOV 20, 2022",CLE vs. MIA,W,28,7,12,0.583,4,7,0.571,7,7,1.0,0,2,2,7,0,0,5,2,25,12,1,109.9,110.3,1.081,1.101,48.7,50.1,12.4,7.7,2.010,1.150,54.4,64.7,40.7,36.0
22022,1629636,0022200248,"NOV 21, 2022",CLE vs. ATL,W,38,9,14,0.643,2,4,0.5,6,6,1.0,0,0,0,9,1,0,8,1,26,4,1,114.4,118.0,1.077,1.106,50.3,51.0,13.8,18.7,2.056,2.947,61.1,63.3,32.4,35.0
22022,1629636,0022200261,"NOV 23, 2022",CLE vs. POR,W,36,9,19,0.474,4,9,0.444,2,2,1.0,0,0,0,12,0,0,2,1,24,26,1,108.9,115.3,1.077,1.106,49.3,51.4,16.2,18.7,1.950,2.545,56.4,63.3,35.8,34.0
22022,1629636,0022200280,"NOV 25, 2022",CLE @ MIL,L,38,7,18,0.389,1,5,0.2,5,5,1.0,0,4,4,3,0,0,2,3,20,-26,1,107.5,113.0,1.030,1.077,47.2,49.2,13.4,12.7,2.073,2.000,57.5,58.7,34.2,39.0
